thumb_mcp, thumb_pip, thumb_hes, index_mcp, index_pip, middle_mcp, middle_pip,Label
217,219.25,179.75,184.75,213.75,191,162,2
216.5,220,180.25,185.75,213.75,190,161.5,2
218.75,219.5,179.5,184.5,213.25,191.5,163,2
216.75,218.75,181,186.5,216.5,190.25,161.5,2
217,219,179.75,183.5,215,191,162,2
216.5,218.75,180.75,184.75,214.25,189.75,162,2
217.75,220.25,179.75,184.75,215.5,190.75,162.5,2
217,218.75,180,185.25,214.75,189.75,161.25,2
217,219.5,180.75,184.75,214.75,190.75,161.75,2
217.5,218,180.75,184.5,214.75,190.25,162.5,2
217.25,218,180.5,184.5,215.5,191,160.75,2
217.25,219.5,181.5,185,213.5,189.75,162.5,2
217,219.25,179,184.25,215.25,190.25,163,2
216.75,219.75,180.75,184.75,215,190.75,161.25,2
217.75,219.25,179.75,185.25,215.25,190.5,162.25,2
217.75,220.25,180.5,184.25,214.5,190,163.25,2
216.5,218.5,180,184.75,216,190.75,162.75,2
216.5,220.5,180,184.75,213.75,189.75,162.25,2
216.5,218.75,180.25,185.5,213.25,190.75,161.25,2
217.5,220.25,180.5,184.25,212.5,190.25,162.75,2
215.5,217,180,185.5,216,191,162.5,2
217.5,219,180.5,185,214.5,190.5,163.25,2
217.5,219.75,180.75,185.25,214.75,190.5,161.75,2
217,218.5,179.25,184,214.75,191,162.5,2
215.25,217.75,180.75,185.5,214.75,190.5,161.25,2
217.5,220.25,179.75,184.5,213.25,190,162.75,2
216.25,219,180.25,184.75,215,190.25,162.75,2
217.25,219.5,180,183.75,214.75,191,162.25,2
215,219,181.5,186.25,215.25,190.25,161.75,2
218,219.75,180,184.25,214.25,191,162.75,2
217,219.25,179,184.25,215.25,190.25,162.25,2
215.75,218.75,179.5,186,216.5,190.5,162,2
216.75,220.5,181.5,184.5,214,189.25,162,2
217.75,219.25,179.75,184,214.5,192,163,2
216,218.5,180,185.75,213.75,190.5,161.5,2
215.75,218.25,179.5,185.5,214.75,190,161.5,2
217.25,220.25,180.75,184.75,214.5,190,162.75,2
217.75,219,179,183.5,213.25,191.75,163.75,2
216,218.25,180.75,186,215.75,190.75,162,2
216.5,219.25,180.5,185.75,214.75,189.75,162.25,2
218,220,179.5,182.75,213,190.75,164.25,2
216.25,217.25,179.5,185.25,216.75,192,163.5,2
216.75,219.75,181.75,185,214.25,189.75,161.5,2
216.25,219,181,184,215,190.75,162.25,2
218,219.75,179.5,183.25,213.75,190.25,162.75,2
216.25,218,179.75,185.75,215.5,192,162.5,2
216.5,220.5,180,185,214.5,189.5,162,2
217.5,220.5,179.25,184.25,214.25,191.5,163.5,2
217.25,218.5,179.75,184,216.25,192.5,163.75,2
215.25,218.5,181.5,186.5,215.5,189.5,161.25,2
218,220.5,180.5,184,213.25,190,163,2
217,219,179.25,184.25,215.25,191.5,162.75,2
216.25,218.5,180.25,185,215.75,191.25,162.25,2
216.5,219.25,180.5,184.75,213.75,189.25,161.75,2
217.75,220.25,179.75,183.75,214,191.75,164,2
217.75,218.75,179.25,183.75,216.5,190.75,162.75,2
215.5,218.5,181,186.25,216.25,190.5,162.25,2
218.5,221,181,184.75,214.25,189.75,162.5,2
217.75,218.5,179,185.25,216,192.25,163,2
216.5,219.75,181.5,186.75,214.25,190.25,162.5,2
217,219.75,180.75,183.75,215,190.75,163,2
217.25,219.75,180.5,184.75,214.75,190.5,163.5,2
216.25,220,180,184.75,215.25,192.25,163.25,2
216.5,219.5,181.25,185.5,214,190.75,161.75,2
217.5,220.25,181.5,184.75,214,190.25,163.25,2
217,219,179.25,184.5,215.25,192,163.5,2
216,218.25,181.25,186,216,190.5,162.5,2
218,220.75,179.75,184.5,213.75,191,162.75,2
216,219.25,180.5,185.5,215,191.5,163,2
217.5,219.25,180,185.5,215,190.5,163.25,2
216.75,219.25,180.5,185.75,215,191,161.5,2
216.75,220,180,185.5,214.5,191,163.5,2
216.75,219.75,180,184,216.5,191.25,164,2
216,218.5,180.5,186.25,214,190.5,163,2
217.5,219.75,181.25,184.5,214.75,190.5,163.25,2
217,219,180,185,215.5,192,163.75,2
217,220,181,186,214.5,190.25,162.25,2
217.5,219.25,180.25,185,215.5,192,162.75,2
216,219.25,180.5,186,215,190.5,162.75,2
218,221,180.25,184,214.75,191,163.25,2
215.75,218.5,180.5,185,215,191.5,163.25,2
216.75,219.25,180,184.75,215.5,191,162,2
217.5,220.25,179.25,185.5,214.5,191.5,163,2
217,219.75,180.25,185.25,214.25,190.25,161.5,2
217.5,220.25,180,183.25,215,191.25,163.5,2
216.25,219.25,180,185.5,215.25,191,161.75,2
217.5,218.5,180.75,185,214.75,190.75,163.25,2
217.25,219.5,180.5,185,214.75,191.25,162.75,2
217.5,219.25,180.75,185.5,215.25,191,163.75,2
217,219.5,179.75,185,214.25,191,163.5,2
216.25,219,180,185.25,214.25,191.25,162.5,2
216,220,180.5,184.5,213.75,191.75,163,2
214.25,219.5,180,185,215.5,192.25,163.25,2
217.25,220.25,180.75,185.25,215,191.5,161.25,2
217.25,219,180,184.5,215,191.5,163,2
216.25,219.25,180.75,185,215.25,190.5,161.75,2
217.5,220.25,181,184.25,215.75,191.75,162.5,2
217.5,219.75,180.5,185.5,215.75,192.25,163,2
217,220.25,180.75,185.25,215.5,191,162.75,2
217.75,219.5,179,185.75,214,191.25,162.5,2
217,220,179.75,185,214.5,190.75,163.5,2
217,219,179,184.75,215,191.25,163,2
215.75,219,180.5,185.25,214.75,191,163,2
217.75,221,180.5,184.75,215.25,192,163.75,2
217.25,217.75,179.5,185,213.75,191,163.25,2
217.75,219.25,180.75,184.75,215.5,191.5,163.5,2
217.75,219.5,181,184.5,215.25,192,164,2
216.75,218.75,180.25,185.25,214.25,191.75,162.75,2
217,219.5,181.25,183.75,214.75,191.25,163,2
216.25,218.75,181.25,185.5,215.25,190.75,162.25,2
217,220.25,181.25,183.75,212.75,190.75,162.75,2
216.75,219,180,185,215.25,192.75,162.75,2
216,219.75,181.25,184.75,214.75,191.5,162.5,2
216.5,219,180.75,184,214.25,191,163.5,2
217,219.25,180.25,184.75,215.25,191.5,163,2
216,219.5,180.5,184.5,215.75,191.75,161.75,2
217.25,219.5,181,185.5,215,190.75,163.5,2
217,220.25,179.25,184.75,214.5,190.75,162.25,2
217.25,220.25,180.25,184.25,214.75,191.5,163,2
216.5,218.75,180,186.25,216.75,190.75,162.75,2
216.75,219.75,180,184.75,214.25,190.75,163,2
217.5,218.75,180.25,185.25,216.5,191.5,163.25,2
217.5,219.75,180.25,184.25,215.25,191,162.75,2
217.25,219.25,180.75,184.75,214.75,191,162.25,2
216.75,220,179.75,184.75,214.75,191,163.25,2
216.25,218.25,180,185,214.5,191,161.75,2
216.25,219.25,179.5,185.75,215.25,191.5,163,2
216,219.75,181.5,184.75,214.5,190.25,163.25,2
217.75,219,180,184.5,216,192,164,2
216,219,180.25,185.25,214.75,191,162,2
216,219.5,179.5,184.25,214.75,191,163.25,2
216.25,220.25,180.25,184.25,214.5,191,162,2
216.5,218,179.75,185,215.25,191.5,164,2
216.5,219.25,180.25,184.25,215.25,191.25,162.5,2
216,219.25,180,185.25,215,190,162.25,2
217.5,220.25,180,184,213.25,190,162.75,2
215.75,218,179.5,184.5,218.25,192.5,162.75,2
216.5,218.25,180.5,184.75,214.75,190.25,163.5,2
216.25,219,180.25,185,215,191,162.25,2
217.5,219.75,180,184.75,214.75,191.5,163.5,2
215.25,218.25,179.75,185,215,191,162.75,2
216.5,219,180,185,213.75,190.5,162.5,2
217,218.25,180.25,185.75,214.75,190.75,163.75,2
216.25,217.75,179.25,184,213.75,191.5,162.75,2
215.5,217.5,180,184.25,215,190.5,161.75,2
217,220.5,179.75,183.75,215,191.25,163,2
216.25,218.75,180.5,185.25,214.5,191.5,162.75,2
217.75,218.75,180,184.75,214.75,191.25,162.75,2
216.25,219.25,181.5,184.5,215.5,190.75,162,2
217,218.5,178.75,183.75,214,191,162.75,2
216,219,180,184.25,214.5,190.75,162.5,2
217,218,180.25,185.25,214,192,164,2
215.75,220.25,181,186,214.25,190.25,162.25,2
217.25,219.5,179.5,184,214.5,191.75,163.25,2
216,219.75,180.25,185,214.75,191.25,163.5,2
216,218.5,179.75,184.5,214.5,191.75,163.25,2
217,220,179.75,184.25,213.75,190.25,164,2
216,218.75,179.75,184.5,215,191.75,163.5,2
216.75,220.25,180,184.75,213,190.25,163.75,2
216.25,218.75,178.5,184.5,215.25,192.25,161.5,2
216.75,219,180.75,184.25,212,190.75,163.75,2
215.5,218.25,178.75,185.25,214.5,191.5,163,2
217.5,219.75,180.25,185,214,190.5,163.25,2
216.75,219.5,179.25,185,214.75,192,162.75,2
216.25,218.5,180.5,184.25,214.5,191.75,163.25,2
216,219.25,180.5,185.25,214.25,190.25,161.5,2
217.5,219.25,179.75,184,213.75,191.25,163.25,2
215.25,218,179.75,184.25,216.25,191,161.75,2
216.25,219,179.75,183.5,215,191,162,2
215.5,218.5,180.75,185.25,214.5,190.75,162.5,2
217.75,219.5,180.25,184.25,214,192,164.25,2
216.5,219,180.25,185.75,216.25,191.25,162.5,2
216,219,181.25,184.5,215.75,191.25,162.5,2
215.5,219.75,180.75,184,214.75,190,162.75,2
216.75,218,179.25,184,215.25,193,164.25,2
214.75,218,180.75,185.75,214,190.75,163,2
217,220,180,184.5,214.5,191.25,163.25,2
217.25,219.75,180.25,183.75,214,190.25,162.75,2
216.25,217.75,178.25,184.25,214.75,192.25,163.5,2
216.25,218,180.75,185.75,214.5,191.25,162.75,2
217.5,219.5,179.75,185,214,190.5,162,2
218,219.5,179.5,184,214.5,191.5,164,2
215.75,217.5,179,185.5,217,192.25,163.25,2
216.5,220,182,186,212.75,190.25,162.75,2
217.75,219.25,179.5,184,214.75,192,164.5,2
216.75,218.25,179.25,184.25,214.75,191.5,164,2
216.25,218.75,180.5,185.5,216.25,191.5,161.25,2
217,220.25,181.25,184.25,214,190.75,162.5,2
216.75,219.25,179.5,184.25,215.25,191.5,163.25,2
216,218.75,180.25,184.5,214.75,192,163,2
214.75,219,180.5,186,215.5,189.75,162,2
217.25,220.75,180,182.25,212.25,190,163.5,2
215.75,218.25,180,185.25,216.25,192.75,164.25,2
216,218.75,180.75,184.75,215,190.75,162.25,2
217,219.75,181.25,184.75,214.25,190.75,162.5,2
218.5,219.5,179.5,185,215.75,191.25,163.75,2
215.25,219,180.5,185,215.25,191.5,162.5,2
216,220,180,185.5,218,191.5,163,2
217.75,220,180.75,183.25,213,190,162.75,2
218.25,218,179,184.75,215,193,163.5,2
215.75,218.75,181,186.75,216.75,191,162,2
217.5,220,180,184.25,213.25,190.5,163.5,2
216.75,218.5,179.75,184.5,215,191.75,163.75,2
216.75,218.75,180.25,185,215.25,192.5,164.25,2
215.75,218.75,181,185,214.5,190.75,162.75,2
218,220.25,180.75,185.25,215,191.75,163.75,2
216.75,218.5,180,184.5,215,190.75,163.75,2
216.5,218,181,184.75,215.75,191,162.75,2
217.75,220.75,181.25,184.5,214.5,190.5,163.25,2
217,218,179.25,185.25,215.5,192.25,163.75,2
216.5,220.25,181,186.25,215.25,191,162.25,2
216.75,219.75,180.25,184.75,214.25,191.75,164.25,2
217.25,219.5,180.5,184.75,214.75,191.5,163.75,2
216.5,219.25,180.5,184.5,214.5,191.5,163.25,2
216.75,218.5,180,185.5,215.25,192,162.25,2
217.25,220.75,180.5,185.5,215,190.75,162,2
216.5,219,179.75,183.75,214.75,192,164,2
216.75,219,180.75,186.5,215.75,190.75,163,2
217.5,220.75,180.25,184.75,215,193.25,163.5,2
216.5,218.25,180.25,184.75,215,191.5,164,2
216.5,220.25,181.25,186,214.25,191,163.5,2
217,219.25,180.25,184.25,215,191.75,163.25,2
216.25,218.75,180.5,185,215.25,191.25,162.75,2
217.75,220.25,181,184.25,214.75,192.25,163.5,2
217.5,219.25,179,185.75,214.5,192.75,163.5,2
217.25,220,180.5,185.5,214.75,191,163.5,2
215.25,218,179.5,184.75,215.25,191,162.75,2
216.75,220.75,180.5,185,216.25,191,164,2
218.25,220,180.5,183.75,215.5,192,163,2
217,219,180.25,185.25,215.5,191.25,162.75,2
217,220.25,180.5,184.75,213.25,191,163.5,2
218.25,219.5,180.25,184.75,217.25,192.5,164.5,2
216.25,220,180.25,185.5,215.75,191.5,163,2
217,219.25,179.75,184.5,214.25,192.25,164.25,2
216.25,220,179.25,185.5,214.75,191.75,163.5,2
218,219.75,180,185,214.75,192,164,2
216.25,219,180.75,184.75,216.25,191.75,163.5,2
216.75,219.25,181,185,213.75,192,163.5,2
217.75,219.5,179.5,184,215,192.75,165.5,2
217,219.5,181,185.5,215,191.25,163,2
216.75,220,180.25,184.5,212.5,191.5,163.25,2
216.5,219.75,180.75,185.25,215.5,192.75,164,2
216.75,220.5,180.5,185,214.5,192,163.25,2
217.5,219.5,179.75,184.25,213.75,191.25,163,2
217,219,181.25,183.5,214.25,191.75,161.75,2
217,219,179.75,185,215.5,192.25,163.25,2
216.25,219,180.75,185,216,191.25,162.25,2
217.25,220.5,180.25,184.5,214,191.25,163.25,2
217.5,219,180,185,216.25,192,164.75,2
216.25,219.5,180.25,185,215,191.5,162.75,2
217.75,219,180.25,185,214.75,191.25,162.75,2
217.75,219.5,180.5,185.25,215.5,190.75,163.5,2
217.5,219,180.25,184.25,214.75,192.25,164.75,2
215.75,219.25,181.25,185.75,215,190.5,162,2
217,220.75,180.75,184.25,214.5,192,163.75,2
216.75,218.25,179.75,184.75,216,192.25,163.75,2
216.25,218.5,180.5,184.75,214.75,191.25,162.25,2
216.75,219.75,181.25,184.5,215,191.5,164.25,2
216.5,219.5,180,184.75,215.75,192,163.75,2
216.75,219.25,180.5,184.25,214.75,191.75,164.25,2
216.25,219.25,180.25,185,215.25,192.25,161.5,2
217.5,220.75,180.25,184.25,214.5,192,163,2
216.75,219,179.25,184.75,215.5,192.25,164.25,2
216.25,219.75,180,185,213.75,190.75,162.75,2
217.25,219.5,181.5,185,214.25,191.5,164,2
218.25,219.25,180,185.25,215.25,191.75,163,2
216.5,219,180.75,184.75,215.5,192,163.75,2
217,219.5,179,184.5,214.25,191.5,164,2
216.75,220.25,179.75,185,214.75,192.5,162.75,2
217.5,219.75,180.25,184.5,214.5,192.25,164,2
216.25,219,180,185.5,216.5,191.75,163.25,2
217.25,220,181.5,185,215,191.75,162.75,2
217,219.5,179.25,183.75,214.75,191.5,163.75,2
216,219.5,180.25,184.75,215,192.5,163.75,2
216.25,219.5,181.25,184.75,212.5,191,163,2
216.75,218.5,179.75,184,215.25,191.5,163.5,2
217,220.25,181.25,184.75,213.75,191.75,163,2
216.75,218.75,179,183.75,215.25,192.25,162.75,2
216.5,220,180.75,185,213.5,190.75,162.75,2
217.25,219.75,179.25,183.25,215,191.5,163.75,2
216.5,219.75,180,184.5,215,192,163,2
217,219.25,180.5,185.75,214.25,192,162,2
217.5,220,181,184.25,215.5,191.25,164.25,2
216.75,219,179.75,185.25,214,192,163.5,2
217.25,220,180.75,183.75,214.25,191.25,162.75,2
216.25,220,180.75,185,215.5,191.75,161.75,2
217.75,219.75,180.25,183.5,213.5,190.75,164,2
216.25,218.5,179.5,184,215.75,191.75,164,2
217,220.5,179.75,184.75,214.5,191,163.25,2
216.25,219.75,179.5,184.75,215,190.5,162.75,2
217.5,220,179.5,183.75,214.25,191.75,164,2
216,218.75,180.75,185.25,214.75,190.75,163.25,2
216.5,217.5,179.25,184.25,214.5,192.5,162.75,2
216,219.5,180.75,185,215.25,191,163.25,2
217.25,219.75,179,184.25,215,192,163,2
215.25,218.5,180.5,184.5,214,191.5,162.25,2
217.25,220.25,180.25,184,214.5,191.75,163.25,2
216.5,218.75,180.5,184.75,212.5,191.25,163,2
216.75,217.75,179.25,184.25,215.25,191.5,163,2
216.5,219.75,181.25,184.75,213.5,191.75,162.75,2
217,218.75,179.5,184.75,214.5,191.75,162.5,2
216.75,219.75,180.5,183.75,213.75,191.5,162.75,2
216.75,218.25,179,184.25,215,192,164.5,2
216,219.25,180.25,183.5,212.5,190.25,161.25,2
216.75,218,180,184.25,213.25,192.25,163.5,2
216.25,219,180.25,184.25,213.75,192,163.5,2
216.25,219,180.25,184.5,214,191.75,164,2
217.25,220.25,180,184,213.5,191.25,163.5,2
215.75,218.5,180.25,184.75,216.25,191.75,162.5,2
217,220,180.25,183.75,214.5,190.75,163.5,2
215.5,217.75,178.75,184.5,214.25,191.75,163,2
217.5,219.5,179.5,183.75,213,192,164.75,2
215.5,219,180.25,185,215,190.5,162.25,2
216.75,220.25,180,184.25,214.25,191.25,163,2
216.25,219,180.25,184.25,215,192,163,2
216.75,219,178.25,183.5,214.25,192.25,164.75,2
215.5,218.5,180.25,184.75,214.25,190,161.5,2
216.75,220,179.75,183.25,214.25,191.75,164.25,2
216,218.75,179.25,184.75,216.5,192.5,162.5,2
216,218.5,179.75,184.75,215.25,192.25,163.5,2
216,220.25,181,183.75,214.75,190.5,162.75,2
218.25,218.5,179.25,183.75,215,192.5,164.5,2
215.75,219,180.5,185,215.25,191.75,163.5,2
215.5,219,180.25,185.25,214.75,192.25,162.25,2
217.5,220.75,181.5,184.5,213.5,191,164.25,2
217.5,218,177.75,182,214.75,192.5,164.25,2
215.5,219,180.5,185,214,191.5,162.25,2
216.5,219.5,179.5,184.75,214,191,163,2
216.75,219.25,179.5,183.5,213.5,192.5,164,2
215.75,217.25,179.25,184.75,216,192.75,163,2
216,219.25,180.5,185,214,191.25,163.75,2
216.75,219.5,180.5,184.5,214.75,191.25,163.25,2
217.25,219.5,179.5,183,213.75,192,164,2
214.75,216.75,181.25,184.25,218,192.25,162.75,2
216.75,220,181,184.75,213.25,189,162.75,2
217.5,219.5,180,184.25,213.5,191.5,163.75,2
216.5,218.5,179.25,184,216,193,163.5,2
215.25,218.75,181.75,185.25,215.5,191.5,162.25,2
217.25,220.25,181,183.75,213,191.5,163.25,2
217,219,179.75,184.5,214.25,192,163.5,2
216.5,219,179.25,184,215.75,192.75,163,2
214.75,219.5,180.5,185.25,213.5,190.25,162,2
217.75,221,178.75,182.25,213.25,191.75,164.5,2
216.75,217.75,180,184.5,215.75,193,163.25,2
215,218.5,180,184.75,213.5,190.75,162.75,2
217.25,220,180.75,185,214,190.5,163.5,2
216.75,218.5,179.25,184,214.25,193.25,164.5,2
216.5,219.5,180.75,185,214.75,192,163.25,2
216.75,219,180.25,185.5,215,191.75,162.25,2
217.25,221,180,184,213,191.25,163.5,2
217.5,218.25,179,184.5,215,193,162.5,2
215.25,219.5,181,185.5,215,191.5,162.75,2
217,220.5,180.25,183.5,214,191.5,164.5,2
217.25,219.5,180,183.25,214.5,192.75,163.5,2
216,218.5,179.75,184.5,215,192,162.5,2
217.5,219.75,181,183.5,214,191.75,163.25,2
216.75,219.75,180,185.25,216,191.75,162,2
217,220,179.75,184.25,214.75,192.5,163.75,2
216.25,219,180.25,185.5,215,192.5,162.75,2
217.25,219.75,180.5,184,213.5,192,164.25,2
217.5,218.5,180.25,185,215.5,192.5,163.25,2
217.25,219,179.75,185.25,215.25,191.25,163.25,2
217.25,219.5,180.25,184,214.25,192,162.75,2
216.75,219,179.25,184.75,215.25,193,164.75,2
216.25,219.75,180.75,185,214.25,191.5,163.5,2
216.75,219,179.25,184.25,214.75,192.5,164.5,2
216.75,219.75,181.25,184.75,215.5,191.25,163.5,2
217,219.5,181,184,215.25,192.75,163.5,2
216.75,219,181,185.5,215.25,192,162.25,2
217,220,179.5,183.75,214.75,192.5,164,2
216.5,218.75,180.25,184.75,214.75,192.25,163.75,2
216.5,220.25,180.25,185,215,190.75,164.25,2
217.5,219.5,179.75,183,213.5,192.75,163.25,2
215.75,219,181,184.5,214,192,163,2
217.25,220,180,183.25,214.5,191,162.25,2
216,218.75,180,184,214,192.5,163,2
217,219.5,180.25,183.75,215,192,164.25,2
216.25,218.75,180.5,184,215,192,163.25,2
217,220.5,180,184.25,213.75,191,163.25,2
216.75,219,179.75,184.25,213.75,192.75,163.75,2
216.25,219.5,181,184.75,214.25,192,163.75,2
217.25,219.5,180.75,184.75,212,191,164.25,2
217.5,218.5,178.5,184.25,215.5,193.5,164.5,2
216,218.75,181.25,184.75,215.5,191.5,162.75,2
218,220.5,180,184.25,213,192,163.5,2
216.25,218.5,179.25,184.5,215.75,192.5,164.25,2
216.25,219,180.5,184,214.5,192.75,163,2
216.75,219,180.5,184.75,215.25,192.25,162.75,2
216.5,219.5,181,183.25,214,192,165.25,2
216.75,219.25,179.25,183.75,214.75,193,162.5,2
216,220.25,180.5,185.25,216,191.75,163.25,2
216.75,220.5,180.5,183.25,214.25,191.5,163.75,2
216,218.5,179.75,183.25,216.75,193,163.75,2
216.25,218.5,180.75,184.75,215,191.5,164.25,2
216.5,219.5,180.5,185,216.25,192,164,2
217.5,219.75,179,183.75,214.25,192,163.5,2
216.75,218.75,180,184,214,192.75,164.25,2
215.75,219.5,180.75,185,214.25,192.5,163.5,2
216,220,180.5,183.25,213.75,191.5,163.25,2
215.5,219,179,183.25,216.25,192.25,165.5,2
216,219.75,181,184.25,214.25,191.5,162,2
216,218.75,180,183.25,214.5,192,164,2
216.5,219.25,180.5,183.5,215.25,192.25,163,2
216,219.5,181,183.5,215,191.75,164.25,2
215.75,219,181,184.75,214.25,192,162.75,2
216.25,220.25,180.5,183.75,214.25,192.25,163.5,2
216.75,220,179.25,183.25,214.5,193.25,164.25,2
215.5,218.5,180,185,215.25,191.75,163.75,2
216.5,220.25,181,183,213,191.75,163.25,2
217.5,219.5,180.5,184.5,215.25,192.5,163.75,2
216.75,219.5,179.75,183.5,214.5,191.75,164,2
216.25,219.25,180.25,184,214.75,192.25,162.75,2
217,220.75,180.25,184,215,191.75,163,2
216.75,219,180.5,183.75,214,192.5,163,2
216.25,219,179.75,184.25,214.25,191.5,163.75,2
216.25,220.25,180.5,185,214.25,191.25,163.75,2
217,219.25,179.5,183,214,192.75,164,2
216.25,219.25,180.25,184.5,214.75,192,163,2
216.25,219,180.25,183.5,214,192.25,164.75,2
216.5,219.5,180.75,184.5,214.75,192.25,164,2
215.75,219,180,182.75,214.75,192.5,163.25,2
216.25,219,180.75,184.25,214.75,192.5,163.25,2
216.25,219.25,180.5,183.75,213.5,192,163.5,2
217,219.25,180.25,183.5,213.75,192.5,163.25,2
215.5,219.5,179.5,183.75,215.5,191.75,163.5,2
216,219.25,180.25,183.25,214.5,192.25,163,2
216,219,180.25,183.75,215.5,192.75,163.75,2
216.5,220,180.5,182.75,214,191.75,163.5,2
216.5,218.25,179.5,183.75,215,193,162.5,2
216,219.75,179.75,184,214.25,192,163.25,2
216.25,219.75,179.75,184.25,214.5,192.75,163.75,2
217.25,219.25,179.25,183,214.25,191.75,163.25,2
215.75,218,180.75,183.75,214.25,191.25,162.5,2
218,219.75,180,183.75,213.75,192.25,163.75,2
215.25,218.75,180.25,183.75,215.5,192.25,163,2
216.75,219,178.5,184,213.5,191,163.5,2
215.25,219,180.5,184.25,214.75,192,162.75,2
217.25,218.75,180.5,183.75,213.75,191.5,164.5,2
216,219,181,183.5,214.75,191,163.5,2
215.5,219,180.25,183.75,214.5,193,163.75,2
215.5,220,181,183.75,213.25,190.75,163.25,2
215.25,217.75,180,183,213.75,192.75,164,2
215.75,219.25,180.5,185,214,190.75,164,2
216.75,219.75,180.75,183.25,214,192.25,162.75,2
215.75,219,180.5,184,213.75,191.25,163.25,2
216.5,219,179.5,183,215.5,192.5,163,2
216.5,219.75,179.75,184.25,213.75,191,163.25,2
215.75,218,179.5,184,215,192.25,163.75,2
216.75,219.25,180.25,184,215.25,192.75,163.75,2
215.25,219,180.25,184.5,216,192.25,163.5,2
217,218,181,183.25,214,192,163.25,2
217,218.5,179,184.25,215.5,193,162.75,2
216,220,180.25,183.5,213.75,192.25,164,2
216.5,219,179.75,183.75,215,191.25,162.25,2
217.25,219.5,180.25,183.25,212.75,192.5,163,2
215.5,217.75,180.25,184.75,215.25,193,163.25,2
216.75,218.75,180,184,214.25,192.25,163.75,2
216.25,219.25,180.75,183.75,213.5,192,162.5,2
217.5,219.5,179.5,183,214.75,192,164.25,2
215.25,218.5,180.75,184.25,216,192.5,162.5,2
216.5,220.25,180.5,184,213.75,192,164.5,2
217,219.5,179.75,184.25,214.25,192,163.75,2
216.25,219.25,180.5,184,215.75,192.5,163.5,2
215.5,219.5,181,185.25,214.75,192,162.5,2
217,218.75,179.75,183.25,215.25,192.5,164.75,2
216.75,219,180.25,184.5,214.25,192,163.5,2
216.5,218.25,179.5,184.5,216,193.75,163.5,2
215,220,180,185.5,215,191.25,162,2
217,219.25,178.75,183.75,214.25,192.25,164.75,2
216,218.75,180.25,183.25,215,192.75,163.75,2
216,218,180,185.5,215.5,191.75,162.25,2
216.5,220.75,180,183.5,214.5,190.75,163.25,2
217.5,218.75,179,184.5,216.5,193,165.5,2
215.75,219.5,180.75,184.25,215.5,192.25,162.75,2
215.25,217.5,179.75,185,215.25,192.25,163.5,2
217.75,220.75,180.5,183.75,213.5,191,165,2
216.25,218.5,179,183.5,215.25,193.5,164.75,2
214.5,219.25,180.25,184.75,215.75,192.75,162.25,2
215.25,219.25,181.5,184.75,214.5,192,163,2
218.5,220,179.5,183.25,213.75,192.25,163.5,2
215.5,218,180,185,216.5,193.25,162.75,2
216,219.75,180.5,185.25,214.5,191.5,163.25,2
216,219.75,180.25,184.5,214.5,192,162.75,2
216.75,219,179.75,182.75,213.75,193.5,165,2
214.25,217.75,179,185.25,215.75,192.5,162.75,2
216.75,220,181.5,185,214.75,191.25,163.25,2
217.25,220.5,180.25,184.25,215,191.75,164.25,2
215.75,217.5,179,183.25,216.25,193.5,163.75,2
214.5,218.5,180.75,186,216,192.25,162.75,2
216.75,219.25,179.75,184,214,192.25,163.75,2
216.25,218.75,179,184,215.25,192.5,163.5,2
216.25,219.25,179.5,185.25,215,193.5,164,2
216.25,218.75,181,185,215.25,192.25,162.5,2
217.5,220.5,180,184.25,213.75,193,163.25,2
216.5,218.5,180,185.25,214.75,193,163.75,2
215.75,217.75,180.25,185.25,215.25,192.75,162.5,2
216.25,219.75,180.25,184.75,214,192.5,163.25,2
216.75,218.5,179.5,184.75,214,194.25,163.75,2
216,220,180.75,184.5,215,192.25,162,2
216.5,218.25,180.25,184.25,214.5,194,163.75,2
216.75,219.25,180.75,185.5,215,192.5,163,2
216.25,218.75,179.5,185,215,193.75,163.75,2
216.75,220,180.5,185.5,215.75,193.25,164,2
216.5,219.5,180.5,184.75,215,192.5,163.5,2
216.5,218.75,180,184.75,215.75,194,164.25,2
215.75,219,180.75,185.25,214.75,192.75,163,2
217,219.25,179.5,184.25,213.5,193.5,164.75,2
216.25,219.5,180.5,185.5,216.5,193.75,163.25,2
216.75,220.5,180.75,185,214.75,192.75,163.75,2
216.75,219.5,180.75,185.25,215.5,193.25,163.5,2
216.5,219.5,180.5,185,214.75,192.5,163.75,2
216.75,219.5,180.5,186,215,193.75,163.75,2
217,220,180,186,214,193.25,163.75,2
217.5,220,179.5,185,215.25,193.5,163.5,2
215.5,218.25,180.5,186.25,216,194.25,163,2
216.25,218.5,181.5,185.75,214.25,192,164.5,2
217.75,218.75,179,185.25,216.25,194.25,164.5,2
216,218.75,180.75,185.5,216.5,193,162.5,2
217.25,219.75,181.25,184.75,215,193.25,164.25,2
217,219.5,180.25,184.5,214.5,193.5,163.25,2
215.75,218,179.75,185.25,214.5,193.75,163,2
216.75,220,180.75,186,215,193.5,163.25,2
217,220.25,180,185.25,214.5,193.25,164.25,2
217.75,220.75,179.75,184.5,214.75,194.25,165,2
214.75,218.5,181,186.5,216.25,193.75,163,2
217.5,218.75,181.75,184.25,214,192.5,164.25,2
217.25,219.25,179.75,185.5,217,194.75,164.5,2
215.75,219,180.75,186.75,216.25,193,164.25,2
217,220.25,180.75,186.25,215,192.75,164,2
